,src,rel,tgt,time,text
692,Government (India),Express intent to meet or negotiate,India,2016-01-05,"In a statement here, the government said the central team will tour the flood affected areas on Tuesday and Wednesday and make their assessment."
693,Prachanda,Criticize or denounce,India,2016-01-05,"The chairman of the Unified Communist Party of Nepal-Maoist (UCPN-Maoist), who has served less than nine months as the country's prime minister, has earlier criticised New Delhi's approach to Nepal and has more recently alleged India's hand in the ongoing political agitation in Nepal's southern plains where over 55 people have died during the last four months."
694,Narendra Modi,Criticize or denounce,India,2016-01-05,He condemned the Pathankot attack and told PM Modi that Pakistan will stand by India in fighting terror.
695,Student (India),Criticize or denounce,India,2016-01-05,"Ludhiana: Continuing their protest against the state government, students of PAU's College of Agriculture observed a black day on Monday."
696,Military (India),Use conventional military force,India,2016-01-05,Indian defence forces had destroyed the building after which the firing stopped from the fidayeen.
697,Police (India),Use conventional military force,India,2016-01-05,"Gurdaspur (Punjab), Jan 5 (IANS) The role of the Punjab Police officer, who claimed he was abducted by the terrorists who attacked the Pathankot air base, was put under the scanner on Tuesday, as a team of NIA officials questioned him at his residence here."
698,Activist (Shiv Sena),Demonstrate or rally,India,2016-01-05,"A group of Shiv Sena activists on Monday burnt a poster of Prime Minister Narendra Modi in front of the secretariat in Thiruvananthapuram, protesting against India's alleged 'soft approach' towards Pakistan in the wake of terror strike at the IAF base in Pathankot."
699,Student (India),Demonstrate or rally,India,2016-01-05,"Ludhiana: Continuing their protest against the state government, students of PAU's College of Agriculture observed a black day on Monday."
700,Citizen (India),Demonstrate or rally,India,2016-01-05,"COIMBATORE: With Stanes Anglo Indian School continuing to demand excess fees, 50 parents protested outside the principal’s office on Monday."
701,Citizen (India),Demonstrate or rally,India,2016-01-05,"KRISHNAGIRI,TAMIL NADU Demand revocation of GO stipulating norms for issue of monthly assistance The Tamil Nadu Association for the Rights of all types of Differently-abled and Caregivers (TARATDAC) staged district wide sit-in protest outside taluk offices demanding revocation of GO that underlines “destitution” as criteria for social security assistance."
702,India,Make an appeal or request,Labor Union (India),2016-01-05,"YADGIR,KARNATAKA Charmasa Malipatil, State president of the Karnataka Rajya Raith Sangha, has urged the Union and State governments to impose a ban on selling Bt cotton seeds and release a compensation of Rs. 15,000 to Rs 20,000 per acre to each farmer, whose crop was destroyed due to pink bollworm attack."
703,Narendra Modi,Make an appeal or request,Pakistan,2016-01-05,Modi urges Pakistan to take 'immediate action' after base attack (Express Tribune)
704,India,Make an appeal or request,Government (India),2016-01-05,"YADGIR,KARNATAKA Charmasa Malipatil, State president of the Karnataka Rajya Raith Sangha, has urged the Union and State governments to impose a ban on selling Bt cotton seeds and release a compensation of Rs. 15,000 to Rs 20,000 per acre to each farmer, whose crop was destroyed due to pink bollworm attack."
705,Police (India),Make an appeal or request,India,2016-01-05,"Jalandhar, Jan. 6 -- In the wake of the terror attack on the air force base in Pathankot, the Punjab Police headquarters have asked all stations house officers (SHOs) in the state to furnish details about the presence of paramilitary and other security forces, buildings belonging to the police department in their areas and firearms and ammunition available with them besides other information."
706,Narendra Modi,Make an appeal or request,Pakistan,2016-01-05,(Express Tribune ISB) - Indian Prime Minister Narendra Modi urged Pakistan to take immediate action after the attack on an Indian air force base in Pathankot.
707,Narendra Modi,Make an appeal or request,Pakistan,2016-01-05,Indian Prime Minister Narendra Modi urged Pakistan to take immediate action after the attack on an Indian air force base in Pathankot.
708,India,Make an appeal or request,Narendra Modi,2016-01-05,"New Delhi, Jan. 6 -- The BJP's largest ally Shiva Sena on Tuesday curtly asked Prime Minister Narendra Modi to focus on India instead of trying to unite the world as pressure mounted on the BJP-led government over the Pathankot siege."
709,India,Express intent to cooperate,Iran,2016-01-05,"New Delhi: Ditching the dollar, Iran and India have agreed to settle all outstanding crude oil dues in rupees in preparation to future trade in their national currencies."
710,Iran,Express intent to cooperate,India,2016-01-05,"New Delhi: Ditching the dollar, Iran and India have agreed to settle all outstanding crude oil dues in rupees in preparation to future trade in their national currencies."
711,India,Express intent to cooperate,Pakistan,2016-01-05,"The following is a roundup of excerpts from editorials and articles on terrorist attack on an Indian airbase in Pathankot days after the prime ministers of Pakistan and India agreed to resumed stalled peace talks to reduce tensions and resolve mutual disputes and when foreign secretaries of the two countries were scheduled to hold talks in third week of January, possible objectives of the elements behind the attack, and Indian compulsion and interest to continue talks contrary to its past behavior, published in 5 January 2016 editions of six Urdu dailies: Ausaf Article Emphasizes Evidences Speak Against Indian Claim About Attack Daily Ausaf published one article questioning measures taken around airbase before attack."
712,Other Authorities / Officials (India),Impose administrative sanctions,India,2016-01-05,"Restrictions likely to continue in Zadibal, Rainawari today: SSP Srinagar: Authorities imposed restrictions in parts of Srinagar on Monday to thwart protests by members of Shia community against the execution of prominent cleric Sheikh Nimr al-Nimr in Saudi Arabia."
713,India,Praise or endorse,Bharatiya Janata,2016-01-05,"The BJP won seven of the 14 Lok Sabha seats in Assam during the 2014 Lok Sabha elections with 36.5 per cent votes, leaving the Congress with only three seats and 29.6 per cent votes."
714,Government (India),Demonstrate military or police power,India,2016-01-05,"Mumbai: Maharashtra government has beefed up security at vital installations in Mumbai, places of worship and those frequented by tourists as per instructions from the Union Home ministry after the terror attack at the Pathankot Air base in Punjab."
715,Government (India),Demonstrate military or police power,India,2016-01-05,"The district administration also tightened night security in sensitive area like Aslam Chowk, Toklo Road, Pawan Chowk, Gudri Bazar, No. 10 Basti and Santoshi Mandir area."
716,Manohar Parrikar,Make a visit,India,2016-01-05,Parrikar visited the air base even as forces continued mopping up operation at the airfield following one of the worst terrorist attacks in a defence installation in the country in recent times.
717,Manohar Parrikar,Make a visit,India,2016-01-05,Parrikar visited the airbase even as forces continued mopping up operation at the airfield following one of the worst terrorist attack on a defence installation in the country in recent times.
718,Manohar Parrikar,Make a visit,India,2016-01-05,Parrikar also told the media after visiting the base that combing operations were still going on but 'this is only for safety purposes' and that no more terrorists were believed hidden in the huge complex.
719,Manohar Parrikar,Make a visit,India,2016-01-05,Parrikar visited the air base even as forces continued mopping up operation at the airfield following one of the worst terrorist attack on a defence installation in the country in recent times.
720,India,Host a visit,Manohar Parrikar,2016-01-05,Parrikar also told the media after visiting the base that combing operations were still going on but 'this is only for safety purposes' and that no more terrorists were believed hidden in the huge complex.
